0, 0, Header, 1, 2, 480
1, 0, Start_track
1, 0, SMPTE_offset, 96, 0, 3, 0, 0
1, 0, Time_signature, 3, 3, 12, 8
1, 0, Key_signature, 0, "major"
1, 90242, End_track
2, 0, Start_track
2, 0, MIDI_port, 0
2, 0, Program_c, 0, 0
2, 0, Control_c, 0, 7, 100
2, 0, Control_c, 0, 91, 127
2, 480, Note_on_c, 0, 76, 36
2, 600, Note_on_c, 0, 76, 0
2, 600, Note_on_c, 0, 75, 33
2, 720, Note_on_c, 0, 75, 0
2, 720, Note_on_c, 0, 76, 39
2, 840, Note_on_c, 0, 76, 0
2, 840, Note_on_c, 0, 75, 36
2, 960, Note_on_c, 0, 75, 0
2, 960, Note_on_c, 0, 76, 45
2, 1080, Note_on_c, 0, 76, 0
2, 1080, Note_on_c, 0, 71, 40
2, 1200, Note_on_c, 0, 71, 0
2, 1200, Note_on_c, 0, 74, 47
2, 1320, Note_on_c, 0, 74, 0
2, 1320, Note_on_c, 0, 72, 39
2, 1440, Note_on_c, 0, 72, 0
2, 1440, Note_on_c, 0, 69, 51
2, 1680, Note_on_c, 0, 69, 0
2, 1800, Note_on_c, 0, 60, 34
2, 1920, Note_on_c, 0, 60, 0
2, 1920, Note_on_c, 0, 64, 38
2, 2040, Note_on_c, 0, 64, 0
2, 2040, Note_on_c, 0, 69, 42
2, 2160, Note_on_c, 0, 69, 0
2, 2160, Note_on_c, 0, 71, 46
2, 2400, Note_on_c, 0, 71, 0
2, 2520, Note_on_c, 0, 64, 36
2, 2640, Note_on_c, 0, 64, 0
2, 2640, Note_on_c, 0, 68, 39
2, 2760, Note_on_c, 0, 68, 0
2, 2760, Note_on_c, 0, 71, 42
2, 2880, Note_on_c, 0, 71, 0
2, 2880, Note_on_c, 0, 72, 45
2, 3120, Note_on_c, 0, 72, 0
2, 3240, Note_on_c, 0, 64, 35
2, 3360, Note_on_c, 0, 64, 0
2, 3360, Note_on_c, 0, 76, 38
2, 3480, Note_on_c, 0, 76, 0
2, 3480, Note_on_c, 0, 75, 34
2, 3600, Note_on_c, 0, 75, 0
2, 3600, Note_on_c, 0, 76, 41
2, 3720, Note_on_c, 0, 76, 0
2, 3720, Note_on_c, 0, 75, 37
2, 3840, Note_on_c, 0, 75, 0
2, 3840, Note_on_c, 0, 76, 46
2, 3960, Note_on_c, 0, 76, 0
2, 3960, Note_on_c, 0, 71, 39
2, 4080, Note_on_c, 0, 71, 0
2, 4080, Note_on_c, 0, 74, 48
2, 4200, Note_on_c, 0, 74, 0
2, 4200, Note_on_c, 0, 72, 39
2, 4320, Note_on_c, 0, 72, 0
2, 4320, Note_on_c, 0, 69, 48
2, 4560, Note_on_c, 0, 69, 0
2, 4680, Note_on_c, 0, 60, 34
2, 4800, Note_on_c, 0, 60, 0
2, 4800, Note_on_c, 0, 64, 37
2, 4920, Note_on_c, 0, 64, 0
2, 4920, Note_on_c, 0, 69, 41
2, 5040, Note_on_c, 0, 69, 0
2, 5040, Note_on_c, 0, 71, 45
2, 5280, Note_on_c, 0, 71, 0
2, 5400, Note_on_c, 0, 64, 37
2, 5520, Note_on_c, 0, 64, 0
2, 5520, Note_on_c, 0, 72, 40
2, 5640, Note_on_c, 0, 72, 0
2, 5640, Note_on_c, 0, 71, 38
2, 5760, Note_on_c, 0, 71, 0
2, 5760, Note_on_c, 0, 69, 40
2, 6000, Note_on_c, 0, 69, 0
2, 6240, Note_on_c, 0, 76, 36
2, 6360, Note_on_c, 0, 76, 0
2, 6360, Note_on_c, 0, 75, 33
2, 6480, Note_on_c, 0, 75, 0
2, 6480, Note_on_c, 0, 76, 39
2, 6600, Note_on_c, 0, 76, 0
2, 6600, Note_on_c, 0, 75, 36
2, 6720, Note_on_c, 0, 75, 0
2, 6720, Note_on_c, 0, 76, 45
2, 6840, Note_on_c, 0, 76, 0
2, 6840, Note_on_c, 0, 71, 40
2, 6960, Note_on_c, 0, 71, 0
2, 6960, Note_on_c, 0, 74, 47
2, 7080, Note_on_c, 0, 74, 0
2, 7080, Note_on_c, 0, 72, 39
2, 7200, Note_on_c, 0, 72, 0
2, 7200, Note_on_c, 0, 69, 51
2, 7440, Note_on_c, 0, 69, 0
2, 7560, Note_on_c, 0, 60, 34
2, 7680, Note_on_c, 0, 60, 0
2, 7680, Note_on_c, 0, 64, 38
2, 7800, Note_on_c, 0, 64, 0
2, 7800, Note_on_c, 0, 69, 42
2, 7920, Note_on_c, 0, 69, 0
2, 7920, Note_on_c, 0, 71, 46
2, 8160, Note_on_c, 0, 71, 0
2, 8280, Note_on_c, 0, 64, 36
2, 8400, Note_on_c, 0, 64, 0
2, 8400, Note_on_c, 0, 68, 39
2, 8520, Note_on_c, 0, 68, 0
2, 8520, Note_on_c, 0, 71, 42
2, 8640, Note_on_c, 0, 71, 0
2, 8640, Note_on_c, 0, 72, 45
2, 8880, Note_on_c, 0, 72, 0
2, 9000, Note_on_c, 0, 64, 35
2, 9120, Note_on_c, 0, 64, 0
2, 9120, Note_on_c, 0, 76, 38
2, 9240, Note_on_c, 0, 76, 0
2, 9240, Note_on_c, 0, 75, 34
2, 9360, Note_on_c, 0, 75, 0
2, 9360, Note_on_c, 0, 76, 41
2, 9480, Note_on_c, 0, 76, 0
2, 9480, Note_on_c, 0, 75, 37
2, 9600, Note_on_c, 0, 75, 0
2, 9600, Note_on_c, 0, 76, 46
2, 9720, Note_on_c, 0, 76, 0
2, 9720, Note_on_c, 0, 71, 39
2, 9840, Note_on_c, 0, 71, 0
2, 9840, Note_on_c, 0, 74, 48
2, 9960, Note_on_c, 0, 74, 0
2, 9960, Note_on_c, 0, 72, 39
2, 10080, Note_on_c, 0, 72, 0
2, 10080, Note_on_c, 0, 69, 48
2, 10320, Note_on_c, 0, 69, 0
2, 10440, Note_on_c, 0, 60, 34
2, 10560, Note_on_c, 0, 60, 0
2, 10560, Note_on_c, 0, 64, 37
